,content,time,author
701,<@!528580754683461632>,2021-10-31 16:18:44.479,386643626530308096
702,.trade <@!528580754683461632>,2021-10-31 16:18:51.305,386643626530308096
703,.trade <@!528580754683461632>,2021-10-31 16:26:14.602,528580754683461632
704,.trade <@!528580754683461632>,2021-10-31 16:26:26.870,386643626530308096
705,<@!528580754683461632> raid apaaaa,2021-10-31 16:45:44.733,377787590729924608
706,<@!528580754683461632> ikut ga,2021-10-31 16:59:41.057,377787590729924608
707,<@!345445833489121280>,2021-10-31 17:01:10.027,377787590729924608
708,restart discord <@!490180796804497419>,2021-10-31 17:17:05.721,377787590729924608
709,chelo <@456226577798135808>,2021-10-31 17:23:30.505,377787590729924608
710,<@!377787590729924608>,2021-11-01 03:03:20.153,292567325855711235
711,yoo <@!292567325855711235>,2021-11-01 03:03:52.625,377787590729924608
712,ciaelah ngedate itu <@!332167919335243778>,2021-11-01 06:02:29.830,377787590729924608
713,gimana cara liat talent <@!377787590729924608>,2021-11-01 06:03:08.506,490180796804497419
714,<@!377787590729924608> <@!528580754683461632> <@!386643626530308096> devour,2021-11-01 06:33:38.898,490180796804497419
715,Seharusnya claim yang ini aja sih <@332167919335243778>  T_T,2021-11-01 07:24:14.430,292567325855711235
716,<@332167919335243778> you gonna ride her now?,2021-11-01 07:27:56.789,386643626530308096
717,Thank you mikey hehe <@292567325855711235>,2021-11-01 07:28:55.191,386643626530308096
718,<@345445833489121280> are there any other characters yang we want to collect?,2021-11-01 07:35:56.428,386643626530308096
719,<@!386643626530308096>,2021-11-01 07:45:57.955,345445833489121280
720,Omg hampir dpt pasangannya <@345445833489121280>,2021-11-01 09:39:30.800,528580754683461632
721,<@!386643626530308096> where r uu,2021-11-01 11:09:50.826,345445833489121280
722,<@!377787590729924608> jec wae waee,2021-11-01 11:11:56.064,345445833489121280
723,anima ga sih <@!345445833489121280>,2021-11-01 11:16:27.196,377787590729924608
724,<@!345445833489121280> give me,2021-11-01 11:35:16.008,386643626530308096
725,<@!292567325855711235>,2021-11-01 12:01:37.119,377787590729924608
726,bntr chel di telfon <@!490180796804497419>,2021-11-01 12:43:58.524,377787590729924608
727,<@!292567325855711235>,2021-11-01 16:05:02.862,345445833489121280
728,<@!377787590729924608>,2021-11-01 16:09:58.877,887620839107870740
729,<@!386643626530308096>,2021-11-01 16:12:03.693,528580754683461632
730,<@!386643626530308096> sini get ur shoyo,2021-11-01 16:12:33.744,345445833489121280
731,<@!528580754683461632> eh emg sama ya,2021-11-01 16:15:35.356,345445833489121280
732,<@!345445833489121280>,2021-11-01 16:18:16.669,377787590729924608
733,owobully <@!345445833489121280>,2021-11-01 16:18:29.877,377787590729924608
734,<@!377787590729924608> JEC horimiya dulu kelarinnn,2021-11-01 16:22:23.834,345445833489121280
735,<@!345445833489121280>,2021-11-01 16:23:21.502,377787590729924608
736,<@!386643626530308096>,2021-11-01 16:42:58.768,345445833489121280
737,<@!386643626530308096>,2021-11-01 17:47:46.540,345445833489121280
738,<@!345445833489121280>,2021-11-01 17:50:00.309,386643626530308096
739,$give <@!386643626530308096> hinata,2021-11-01 17:50:19.275,345445833489121280
740,$give <@!386643626530308096> hinata shoyo,2021-11-01 17:50:44.670,345445833489121280
741,<@!332167919335243778>,2021-11-01 19:24:22.927,386643626530308096
742,rpg hal boo <@!528580754683461632>,2021-11-02 03:21:10.330,377787590729924608
743,<@!386643626530308096> u awake already ro?,2021-11-02 03:43:11.977,377787590729924608
744,<@!386643626530308096>,2021-11-02 06:07:35.799,345445833489121280
745,<@!386643626530308096>,2021-11-02 06:29:58.884,377787590729924608
746,<@345445833489121280> PLEASE,2021-11-02 06:31:47.297,386643626530308096
747,$give <@!386643626530308096> yuu nishinoya,2021-11-02 06:34:23.630,345445833489121280
748,<@!377787590729924608> JEC 3 JAM LAGI,2021-11-02 06:35:25.833,345445833489121280
749,<@!345445833489121280>,2021-11-02 06:37:58.754,377787590729924608
750,<@!386643626530308096>,2021-11-02 06:45:38.259,345445833489121280
751,<@!490180796804497419>,2021-11-02 07:28:25.579,528580754683461632
752,<@!377787590729924608>,2021-11-02 07:43:38.366,708992571178876992
753,.give <@!377787590729924608> 3625,2021-11-02 07:46:40.224,708992571178876992
754,.give <@!377787590729924608> 10000,2021-11-02 07:48:02.033,708992571178876992
755,dia dri 40k cal <@!528580754683461632>,2021-11-02 07:49:00.359,377787590729924608
756,wowowow <@!377787590729924608> ini apa,2021-11-02 07:51:56.313,708992571178876992
757,<@!571027211407196161>,2021-11-02 08:00:51.430,377787590729924608
758,<@386643626530308096> WKWKWKWKWKK,2021-11-02 08:45:23.912,490180796804497419
759,rpg i <@!528580754683461632>,2021-11-02 11:57:14.410,377787590729924608
760,rpg p <@!528580754683461632>,2021-11-02 11:57:23.451,377787590729924608
761,rpg hal boo <@!377787590729924608>,2021-11-02 11:58:17.044,528580754683461632
762,rpg duel <@!377787590729924608>,2021-11-02 11:58:20.935,528580754683461632
763,rpg hal boo <@!377787590729924608>,2021-11-02 11:58:23.449,377787590729924608
764,owoavatar <@!892355468314435594>,2021-11-02 13:32:30.425,377787590729924608
765,.give <@!490180796804497419> 3000,2021-11-02 14:49:49.509,708992571178876992
766,.give <@!490180796804497419> 5735,2021-11-02 14:53:08.815,708992571178876992
767,.give <@!490180796804497419> 481,2021-11-02 14:53:58.094,708992571178876992
768,<@377787590729924608> <@292567325855711235> <@528580754683461632>,2021-11-02 17:33:53.320,490180796804497419
769,rpg hal boo <@!528580754683461632>,2021-11-03 02:28:53.546,377787590729924608
770,<@!386643626530308096> u're called,2021-11-03 02:47:57.838,377787590729924608
771,<@!377787590729924608>,2021-11-03 05:52:37.408,332167919335243778
772,rpg hal boo <@!377787590729924608>,2021-11-03 06:27:08.794,528580754683461632
773,rpg hal boo <@!528580754683461632>,2021-11-03 06:27:16.183,377787590729924608
774,mau dong chel fubuki sama aqua <@!490180796804497419>,2021-11-03 11:33:38.121,377787590729924608
775,$give <@!377787590729924608> minato aqua,2021-11-03 11:35:01.301,490180796804497419
776,$give <@!377787590729924608> Shirakami Fubuki,2021-11-03 11:35:22.757,490180796804497419
777,$givek <@!490180796804497419> 352,2021-11-03 11:36:00.176,377787590729924608
778,$me <@!490180796804497419>,2021-11-03 11:36:47.474,377787590729924608
779,$give <@!377787590729924608> Shirakami Fubuki,2021-11-03 11:36:59.712,490180796804497419
780,<@!345445833489121280>,2021-11-03 11:45:31.091,386643626530308096
781,$give fyodor dostoevsky <@!345445833489121280>,2021-11-03 11:46:31.170,386643626530308096
782,<@!332167919335243778>,2021-11-03 12:59:08.760,377787590729924608
783,ANDA SUBMIT APA <@!332167919335243778>,2021-11-03 12:59:26.039,377787590729924608
784,<@!386643626530308096>,2021-11-03 13:00:39.043,345445833489121280
785,<@!332167919335243778> Hoshimachi Suisei,2021-11-03 13:04:30.428,377787590729924608
786,$give <@!377787590729924608> Takanashi Kiara,2021-11-03 14:49:13.841,345445833489121280
787,$givek <@!345445833489121280> 309,2021-11-03 14:49:28.498,377787590729924608
788,$give <@!377787590729924608> Anya Melfissa,2021-11-03 14:49:46.803,345445833489121280
789,$givek <@!345445833489121280> 129,2021-11-03 14:50:10.234,377787590729924608
790,<@!332167919335243778>,2021-11-03 15:03:51.277,377787590729924608
791,$give <@!332167919335243778> kaguya shinomiyw,2021-11-03 15:19:45.328,377787590729924608
792,$give <@!377787590729924608> Hoshimachi Suisei,2021-11-03 15:20:09.365,332167919335243778
793,$givek <@!332167919335243778> 340,2021-11-03 15:20:31.735,377787590729924608
794,.trade <@!490180796804497419>,2021-11-03 16:32:59.852,377787590729924608
795,.trade <@!528580754683461632>,2021-11-03 16:34:51.153,377787590729924608
796,$givek <@!528580754683461632> 74,2021-11-03 16:47:35.040,377787590729924608
797,$give rosalyn <@!377787590729924608>,2021-11-03 16:48:10.121,528580754683461632
798,$give  <@!377787590729924608> rosalyn,2021-11-03 16:48:26.580,528580754683461632
799,$give <@!377787590729924608>  Omegaα,2021-11-03 16:49:13.956,528580754683461632
800,rpg hal boo <@!377787590729924608>,2021-11-03 17:31:48.540,528580754683461632
801,<@377787590729924608> vorekick 1 je,2021-11-03 18:18:20.066,528580754683461632
802,<@377787590729924608>,2021-11-03 18:18:51.317,528580754683461632
803,dapet ga <@!528580754683461632>,2021-11-03 18:27:35.771,377787590729924608
804,tuker sama ichika nakano bgt ga sih <@!292567325855711235>,2021-11-04 03:02:13.885,377787590729924608
805,$give <@!292567325855711235> alice synthesis thirty,2021-11-04 03:04:35.841,377787590729924608
806,$give <@!377787590729924608> tsumiki miniwa,2021-11-04 03:05:07.937,292567325855711235
807,$give kureiji Ollie <@!377787590729924608>,2021-11-04 06:47:19.427,528580754683461632
808,$givek <@!528580754683461632> 203,2021-11-04 06:47:40.504,377787590729924608
809,$givek <@!528580754683461632> 203,2021-11-04 06:47:45.431,377787590729924608
810,<@!708992571178876992> mi mau hololive dong,2021-11-04 10:39:45.428,377787590729924608
811,rpg hal boo <@!377787590729924608>,2021-11-04 12:28:24.052,528580754683461632
812,rpg hal boo <@!528580754683461632>,2021-11-04 12:30:27.133,377787590729924608
813,rpg hal boo <@!528580754683461632>,2021-11-04 12:30:30.459,377787590729924608
814,rpg hal boo <@!377787590729924608>,2021-11-04 13:16:53.978,528580754683461632
815,<@!490180796804497419>,2021-11-04 13:24:58.982,528580754683461632
816,.g <@!377787590729924608>,2021-11-04 13:42:05.644,528580754683461632
817,.give <@!528580754683461632> 60000,2021-11-04 13:42:11.542,377787590729924608
818,<@!345445833489121280>,2021-11-04 15:14:55.116,386643626530308096
819,$profile <@!386643626530308096>,2021-11-04 15:27:08.287,345445833489121280
820,owopunch <@!386643626530308096>,2021-11-04 15:31:40.966,345445833489121280
821,owo hug <@!345445833489121280>,2021-11-04 15:31:50.460,386643626530308096
822,this is me pas di carry semua <@!332167919335243778> <@456226577798135808> <@!292567325855711235> <@!377787590729924608> <@!528580754683461632>,2021-11-04 15:33:45.330,386643626530308096
823,<@!386643626530308096> i cant play,2021-11-04 15:41:20.464,345445833489121280
824,<@386643626530308096> i can play in 10 or 15 min,2021-11-04 15:41:51.446,345445833489121280
825,<@377787590729924608> :3,2021-11-04 15:51:10.751,708992571178876992
826,<@!332167919335243778>,2021-11-04 17:24:01.067,377787590729924608
827,<@377787590729924608> krg zoom ga sih HAHAHAHAHA,2021-11-05 04:51:56.053,345445833489121280
828,<@!345445833489121280>,2021-11-05 04:54:18.936,377787590729924608
829,<@!528580754683461632> oit,2021-11-05 05:04:45.796,377787590729924608
830,$give <@!377787590729924608> Shirakami Fubuki,2021-11-05 05:51:17.496,490180796804497419
831,$givek <@456226577798135808> 465,2021-11-05 05:51:22.746,377787590729924608
832,$give <@!377787590729924608> Shirakami Fubuki,2021-11-05 05:51:39.918,490180796804497419
833,<@!345445833489121280>,2021-11-05 11:45:43.800,386643626530308096
834,Rpg hal boo <@377787590729924608>,2021-11-05 17:03:13.443,528580754683461632
835,owofight <@!345445833489121280>,2021-11-05 17:07:23.543,377787590729924608
836,<@490180796804497419>,2021-11-05 18:28:54.717,386643626530308096
837,<@345445833489121280> sorry ya kalo udah bagun,2021-11-05 19:33:02.628,386643626530308096
838,<@386643626530308096> NNOOOOOOO💸💸💸💸💸💸,2021-11-06 01:53:36.116,345445833489121280
839,.give <@377787590729924608> 87,2021-11-06 03:15:40.184,708992571178876992
840,<@!345445833489121280> dapet 2 kali,2021-11-06 05:21:31.443,386643626530308096
841,<@!490180796804497419>,2021-11-06 05:24:42.111,386643626530308096
842,Kok dia si satou ada 2 biji <@386643626530308096>,2021-11-06 05:52:30.044,490180796804497419
843,<@723416058945601546>,2021-11-06 08:31:22.605,377787590729924608
844,bocil no wonder punya lu... <@!708992571178876992>,2021-11-06 09:00:06.520,332167919335243778
845,rpg hal boo <@!377787590729924608>,2021-11-06 09:08:29.224,528580754683461632
846,<@528580754683461632> aku dapet shiny cokkk,2021-11-06 12:13:50.473,386643626530308096
847,cukup untuk beli hololive <@!345445833489121280>,2021-11-06 14:27:13.878,377787590729924608
848,$k <@!377787590729924608>,2021-11-06 14:28:22.368,345445833489121280
849,korone sama risu for 800 kakera <@!708992571178876992>,2021-11-06 14:29:42.333,377787590729924608
850,$give <@377787590729924608> inugami korone,2021-11-06 14:29:52.137,708992571178876992
851,$give <@377787590729924608> ayunda risu,2021-11-06 14:30:15.394,708992571178876992
852,$givek <@!708992571178876992> 800,2021-11-06 14:30:19.439,377787590729924608
853,owopray <@!708992571178876992>,2021-11-06 14:30:32.424,377787590729924608
854,<@!528580754683461632> start,2021-11-06 15:08:20.441,377787590729924608
855,$give <@!528580754683461632> Megurine Luka,2021-11-06 16:57:24.359,377787590729924608
856,something's wrong with indihome and discord <@!345445833489121280>,2021-11-06 17:02:06.779,377787590729924608
857,<@!345445833489121280>,2021-11-06 17:03:31.229,377787590729924608
858,$give <@!377787590729924608>  tokoyami towa,2021-11-06 17:06:40.517,528580754683461632
859,<@!345445833489121280>,2021-11-06 17:09:58.589,377787590729924608
860,<@!332167919335243778> <:tatakae:905869882955010149>,2021-11-06 17:10:40.670,345445833489121280
861,<@!345445833489121280>,2021-11-06 17:13:37.382,377787590729924608
862,.trade <@!528580754683461632>,2021-11-06 17:19:37.264,377787590729924608
863,.trade <@!528580754683461632>,2021-11-06 17:24:13.766,377787590729924608
864,.give <@!528580754683461632> 350000,2021-11-07 13:16:54.605,377787590729924608
865,.give <@!528580754683461632> 120000,2021-11-07 13:17:11.441,386643626530308096
866,.give <@!386643626530308096> 20000,2021-11-07 14:17:54.124,528580754683461632
867,roo udh bangun belom? <@!386643626530308096>,2021-11-08 02:08:59.127,377787590729924608
868,hewo <@!292567325855711235>,2021-11-08 02:36:42.200,377787590729924608
869,owopat <@!292567325855711235>,2021-11-08 02:36:47.502,377787590729924608
870,hewoo <@!377787590729924608>,2021-11-08 02:41:35.547,292567325855711235
871,.give <@!386643626530308096> 100000,2021-11-08 07:11:10.861,528580754683461632
872,u in raid? <@!887620839107870740>,2021-11-08 07:38:15.659,377787590729924608
873,<@!528580754683461632>,2021-11-08 07:38:18.840,377787590729924608
874,mike u nonton shaman king ga <@!292567325855711235>,2021-11-08 07:39:36.168,377787590729924608
875,"ngak belom <@!377787590729924608>, waii",2021-11-08 07:40:31.662,292567325855711235
876,<@!377787590729924608> tapi yg mirai nikki jarang muncul ya,2021-11-08 07:56:18.994,345445833489121280
877,<@!528580754683461632> mau dong cal himemori luna,2021-11-08 07:58:01.159,377787590729924608
878,<@!386643626530308096> <@!490180796804497419> <@!377787590729924608> devour kuy,2021-11-08 08:51:12.276,332167919335243778
879,<@!528580754683461632> minta dong,2021-11-08 16:03:42.933,386643626530308096
880,$give <@!377787590729924608>  Himemori Luna,2021-11-08 16:51:21.377,528580754683461632
881,$givek <@!528580754683461632> 176,2021-11-08 16:51:30.885,377787590729924608
882,omg rowin sleep call security juga <@386643626530308096> 😭😭,2021-11-08 18:06:50.742,345445833489121280
883,rpg horse <@!528580754683461632>,2021-11-09 06:14:56.256,377787590729924608
884,rpg horse <@!528580754683461632>,2021-11-09 06:15:00.474,377787590729924608
885,$trade <@!528580754683461632>,2021-11-09 07:11:16.044,377787590729924608
886,$give <@!528580754683461632>  akeno himejima,2021-11-09 07:11:54.276,377787590729924608
887,$give <@!528580754683461632> Koneko Toujou,2021-11-09 07:12:08.974,377787590729924608
888,$gicek <@!377787590729924608> 1734,2021-11-09 07:12:24.301,528580754683461632
889,$givek <@!377787590729924608> 1734,2021-11-09 07:12:30.999,528580754683461632
890,$give tony tony chopper <@!528580754683461632>,2021-11-09 07:14:19.760,386643626530308096
891,$give <@!386643626530308096> kyoko shimizu,2021-11-09 07:14:38.426,528580754683461632
892,$give <@!386643626530308096> kiyoko shimizu,2021-11-09 07:14:55.640,528580754683461632
893,<@!332167919335243778> SINI KAMU,2021-11-09 07:17:25.337,386643626530308096
894,<@!332167919335243778>,2021-11-09 07:17:41.593,386643626530308096
895,<@!332167919335243778>,2021-11-09 07:17:44.417,386643626530308096
896,ALBEDOOOOO <@!332167919335243778>,2021-11-09 07:17:48.234,528580754683461632
897,<@!432610292342587392> GIB,2021-11-09 07:18:07.554,377787590729924608
898,owobully <@!432610292342587392>,2021-11-09 07:18:15.609,377787590729924608
899,<@!332167919335243778> OI,2021-11-09 07:19:02.492,386643626530308096
900,$mmrk <@!892355468314435594>,2021-11-09 07:21:31.558,377787590729924608
901,<@!345445833489121280> WOI MAU MIO,2021-11-09 07:23:09.169,528580754683461632
902,$mmkr <@!528580754683461632>,2021-11-09 07:24:10.787,345445833489121280
903,<@!528580754683461632> sini beli,2021-11-09 07:25:03.565,345445833489121280
904,$givek <@!345445833489121280> 400,2021-11-09 07:26:41.099,528580754683461632
905,$give <@!528580754683461632> mio,2021-11-09 07:26:59.146,345445833489121280
906,$give <@!528580754683461632> mio akiyama,2021-11-09 07:27:15.729,345445833489121280
907,owopunch <@!345445833489121280>,2021-11-09 07:28:11.226,490180796804497419
908,<@!377787590729924608> ur voice leaking,2021-11-09 07:28:25.510,528580754683461632
909,APA JAE APA BOT SPAM ? <@386643626530308096>,2021-11-09 07:43:05.602,332167919335243778
910,<@!332167919335243778> DONT AVOID ME IM GONNA KEEP ASKING :C,2021-11-09 07:49:07.896,386643626530308096
911,.trade <@!528580754683461632>,2021-11-09 09:07:21.276,377787590729924608
912,.trade <@!528580754683461632>,2021-11-09 09:09:08.009,377787590729924608
913,$give <@!386643626530308096> Dojin Park,2021-11-09 09:49:44.649,528580754683461632
914,$givek 500 <@!528580754683461632>,2021-11-09 09:49:50.761,386643626530308096
915,$give <@!386643626530308096> Dojin Park,2021-11-09 09:50:04.892,528580754683461632
916,$givek <@!528580754683461632> 500,2021-11-09 09:50:16.063,386643626530308096
917,$give <@!386643626530308096> Hitoka Yachi,2021-11-09 09:55:57.296,528580754683461632
918,rpg hal boo <@!377787590729924608>,2021-11-09 10:21:43.631,528580754683461632
919,<@!345445833489121280>,2021-11-09 11:52:16.187,386643626530308096
920,<@!386643626530308096>,2021-11-09 12:42:21.009,490180796804497419
921,<@!528580754683461632> <@!386643626530308096>,2021-11-09 12:44:49.546,490180796804497419
922,<@490180796804497419> almost done,2021-11-09 12:51:30.534,386643626530308096
923,<@377787590729924608>,2021-11-09 13:40:17.895,490180796804497419
924,<@!490180796804497419>,2021-11-09 13:43:49.809,377787590729924608
925,<@!490180796804497419> naik diamond dikasih 100k anigame gold sih,2021-11-09 13:46:24.308,377787590729924608
926,cok <@!377787590729924608> tolol kali anigame,2021-11-09 13:46:40.764,528580754683461632
927,gimana gimana <@!490180796804497419>,2021-11-09 13:48:23.216,377787590729924608
928,<@!292567325855711235>,2021-11-09 15:56:15.550,377787590729924608
929,owobully <@!332167919335243778>,2021-11-09 16:16:45.399,377787590729924608
930,owohighfive <@!332167919335243778>,2021-11-09 16:18:04.136,377787590729924608
931,<@!377787590729924608>,2021-11-10 03:45:44.147,345445833489121280
932,<@!377787590729924608> jawab ga,2021-11-10 03:46:01.973,345445833489121280
933,<@!377787590729924608>,2021-11-10 03:47:47.457,345445833489121280
934,<@!345445833489121280>,2021-11-10 03:50:37.360,377787590729924608
935,cal mauuuuuu <@!528580754683461632>,2021-11-10 04:19:50.851,377787590729924608
936,$mmkr <@!377787590729924608>,2021-11-10 04:20:08.585,528580754683461632
937,<@!528580754683461632>,2021-11-10 04:45:14.041,377787590729924608
938,$give <@!528580754683461632> fubuki,2021-11-10 04:47:02.290,377787590729924608
939,$give <@!377787590729924608> usada pekora,2021-11-10 04:47:49.312,528580754683461632
940,k4napa keluar lagi <@!332167919335243778>,2021-11-10 06:52:11.757,377787590729924608
941,<@!377787590729924608> napa junior,2021-11-10 06:54:28.871,332167919335243778
942,<@!490180796804497419>,2021-11-10 08:06:09.782,377787590729924608
943,Makan bentar <@377787590729924608>,2021-11-10 08:31:19.272,490180796804497419
944,<@!528580754683461632> yukina cdnya udh belom cal?,2021-11-10 08:58:20.431,377787590729924608
945,<@!386643626530308096> <@!528580754683461632> mo ikut ml ga,2021-11-10 10:11:14.452,490180796804497419
946,<@!490180796804497419> ga bisaa working,2021-11-10 10:39:00.173,386643626530308096
947,pinjem akun valo ya <@!386643626530308096>,2021-11-10 10:39:35.088,490180796804497419
948,owohug <@!386643626530308096>,2021-11-10 10:41:29.453,377787590729924608
949,<@!332167919335243778>,2021-11-10 12:51:29.127,377787590729924608
950,ok gw keluar dulu <@!377787590729924608>,2021-11-10 12:56:46.282,332167919335243778
951,<@!377787590729924608>,2021-11-10 14:56:29.117,345445833489121280
952,<@!723416058945601546>,2021-11-10 15:48:41.564,377787590729924608
953,<@!332167919335243778>meeting,2021-11-10 16:12:52.137,377787590729924608
954,.dg fight <@!490180796804497419>,2021-11-10 16:45:30.392,377787590729924608
955,.dg fight <@!490180796804497419>,2021-11-10 16:49:23.499,377787590729924608
956,mau dijadiin emoji ga <@!490180796804497419>,2021-11-10 17:40:41.447,377787590729924608
957,owoslap <@!571027211407196161>,2021-11-10 17:42:50.924,377787590729924608
958,<@377787590729924608>,2021-11-10 17:57:04.469,490180796804497419
959,<@386643626530308096> PLS ROLL FOR ME😭,2021-11-10 18:22:30.462,345445833489121280
960,<@!386643626530308096>,2021-11-10 19:50:36.424,377787590729924608
961,owobully <@!386643626530308096>,2021-11-10 19:50:39.289,377787590729924608
962,rpg hal boo <@!377787590729924608>,2021-11-11 01:52:00.227,528580754683461632
963,<@!528580754683461632> esyanns mau yukinaw,2021-11-11 03:08:04.456,377787590729924608
964,.trade <@!377787590729924608>,2021-11-11 03:10:44.455,528580754683461632
965,.give <@!377787590729924608> 50000,2021-11-11 03:21:20.526,528580754683461632
966,<@!377787590729924608> aku udah bayar 50k lagi ya,2021-11-11 03:21:36.602,528580754683461632
967,<@!377787590729924608>,2021-11-11 03:46:07.191,528580754683461632
968,.trade <@!528580754683461632>,2021-11-11 04:11:44.290,377787590729924608
969,.trade <@!377787590729924608>,2021-11-11 04:12:10.164,528580754683461632
970,<@!386643626530308096> jae is my naruse with uu?,2021-11-11 04:13:20.687,377787590729924608
971,$give <@!345445833489121280> 150000,2021-11-11 04:44:11.864,377787590729924608
972,$givek <@!345445833489121280> 150,2021-11-11 04:44:25.887,377787590729924608
973,$givek <@!345445833489121280> 150,2021-11-11 04:44:36.526,377787590729924608
974,$give <@!377787590729924608> yukiteru amano,2021-11-11 04:44:49.502,345445833489121280
975,<@!377787590729924608> jec u ada shalltear ga,2021-11-11 07:17:26.012,528580754683461632
976,<@!490180796804497419> woi,2021-11-11 08:12:26.637,528580754683461632
977,<@!377787590729924608>,2021-11-11 09:09:21.961,490180796804497419
978,<@386643626530308096> pay me some kakeras :))),2021-11-11 10:37:19.188,345445833489121280
979,<@345445833489121280> sini,2021-11-11 10:40:53.441,386643626530308096
980,$givek 150 <@345445833489121280>,2021-11-11 10:41:14.799,386643626530308096
981,$givek <@345445833489121280> 200,2021-11-11 10:41:26.010,386643626530308096
982,$give <@!386643626530308096> oh chanwoo,2021-11-11 10:41:33.290,345445833489121280
983,$profile <@!386643626530308096>,2021-11-11 10:42:06.655,345445833489121280
984,<@!386643626530308096> ini mau ga?,2021-11-11 10:44:54.081,345445833489121280
985,<@!490180796804497419> main bund?,2021-11-11 12:31:40.125,528580754683461632
986,Makan dulu bund <@528580754683461632>,2021-11-11 12:32:04.516,490180796804497419
987,<@!292567325855711235> if unot simping cmere fam,2021-11-11 12:34:18.343,528580754683461632
988,$givek <@!345445833489121280> 100,2021-11-11 14:54:43.442,377787590729924608
989,$give <@!386643626530308096> inumaki,2021-11-11 18:01:27.969,332167919335243778
990,$give <@!386643626530308096> Toge Inumaki,2021-11-11 18:04:27.400,332167919335243778
991,manaaa <@!332167919335243778>,2021-11-11 18:49:03.931,386643626530308096
992,$give <@!386643626530308096> Toge Inumaki,2021-11-11 18:49:05.299,332167919335243778
993,.trade <@!490180796804497419>,2021-11-11 18:58:52.021,377787590729924608
994,stonk <@!490180796804497419>,2021-11-11 19:01:13.982,377787590729924608
995,mau jual? <@456226577798135808>,2021-11-12 07:53:54.627,377787590729924608
996,<@!490180796804497419>,2021-11-12 07:53:56.443,377787590729924608
997,$give <@377787590729924608> irys,2021-11-12 07:54:25.960,490180796804497419
998,.give <@!377787590729924608> 30000,2021-11-12 07:54:32.404,528580754683461632
999,$givek  <@!490180796804497419> 100,2021-11-12 07:54:38.684,377787590729924608
1000,masih nungguin ini l;gi presentasi <@!490180796804497419>,2021-11-12 08:03:54.017,377787590729924608
1001,mending holo ya <@!528580754683461632>,2021-11-12 08:19:47.551,377787590729924608
1002,<@!528580754683461632> mau ikut?,2021-11-12 08:35:01.803,377787590729924608
1003,<@!528580754683461632>,2021-11-12 08:47:58.448,345445833489121280
1004,u udh bisa tt? <@!528580754683461632>,2021-11-12 08:50:47.659,377787590729924608
1005,<@!528580754683461632> selamat ulang tahun skerpenn,2021-11-12 09:00:10.556,490180796804497419
1006,<@!528580754683461632> <@!345445833489121280>,2021-11-12 09:01:25.741,490180796804497419
1007,<@456226577798135808>,2021-11-12 09:41:36.057,377787590729924608
1008,<@!490180796804497419>,2021-11-12 09:41:38.966,377787590729924608
1009,aing 70rb chel <@!490180796804497419>,2021-11-12 09:49:14.385,377787590729924608
1010,gue lupa itu akun udh dijual <@!490180796804497419>,2021-11-12 10:07:43.118,377787590729924608
1011,<@!490180796804497419>,2021-11-12 10:58:13.963,377787590729924608
1012,owohug <@!386643626530308096>,2021-11-12 11:03:16.318,377787590729924608
1013,owokiss <@!892355468314435594>,2021-11-12 11:03:31.368,377787590729924608
1014,owokiss <@377787590729924608>,2021-11-12 11:03:51.718,892355468314435594
1015,owohug <@!386643626530308096>,2021-11-12 11:04:02.561,377787590729924608
1016,koe ga main cal? <@!528580754683461632>,2021-11-12 17:03:58.787,377787590729924608
1017,koe mau build shalltear? <@!528580754683461632>,2021-11-12 17:07:16.609,377787590729924608
1018,buat raid? <@!528580754683461632>,2021-11-12 17:07:46.667,377787590729924608
1019,.trade <@!528580754683461632>,2021-11-12 17:08:01.201,377787590729924608
1020,<@!345445833489121280>,2021-11-12 17:09:28.597,377787590729924608
1021,.trade <@!377787590729924608>,2021-11-12 17:09:43.962,528580754683461632
1022,.rd <@!528580754683461632>,2021-11-12 17:17:46.152,377787590729924608
1023,.rh <@!528580754683461632>,2021-11-12 17:17:51.209,377787590729924608
1024,<@!490180796804497419>,2021-11-12 17:25:08.644,377787590729924608
1025,<@!345445833489121280> i swear,2021-11-13 08:02:42.591,386643626530308096
1026,<@!490180796804497419> lgi belajar ga,2021-11-13 08:47:17.739,528580754683461632
1027,<@345445833489121280> mau fa,2021-11-13 09:24:29.718,386643626530308096
1028,<@!377787590729924608>,2021-11-13 09:33:55.629,528580754683461632
1029,<@!528580754683461632>,2021-11-13 09:38:13.567,377787590729924608
1030,oh ini sih bisa pake apa aja deh cal <@!528580754683461632>,2021-11-13 09:44:52.673,377787590729924608
1031,cap? <@!528580754683461632>,2021-11-13 09:51:08.779,377787590729924608
1032,napa cal <@!528580754683461632>,2021-11-13 09:53:13.821,490180796804497419
1033,<@!528580754683461632>,2021-11-13 09:54:39.127,377787590729924608
1034,u juga <@456226577798135808>,2021-11-13 09:54:41.398,377787590729924608
1035,<@!490180796804497419>,2021-11-13 09:54:50.137,377787590729924608
1036,loc 46 fl 19 <@!490180796804497419>,2021-11-13 09:56:47.544,377787590729924608
1037,tadi kenapa call <@!528580754683461632>,2021-11-13 09:57:51.828,490180796804497419
1038,max damage ga koe <@!528580754683461632>,2021-11-13 09:58:49.415,377787590729924608
1039,ntar <@!528580754683461632> abis makann,2021-11-13 09:58:50.720,490180796804497419
1040,Alex Bondoc <@!377787590729924608>,2021-11-13 09:59:04.060,490180796804497419
